Record Sequence Number,EQID,Earthquake Name,YEAR,MODY,HRMN,Station Name,Station Sequence Number,Station ID  No.,Earthquake Magnitude,Strike (deg),Dip (deg),Rake Angle (deg),Mechanism Based on Rake Angle,P-plunge (deg),P-trend (deg),T-plunge (deg),T-trend (deg),Hypocenter Latitude (deg),Hypocenter Longitude (deg),Hypocenter Depth (km),Finite Rupture Model: 1=Yes;  0=No,Depth to Top Of Fault Rupture Model,Fault Rupture Length for Calculation of Ry (km),Fault Rupture Width (km),Fault Rupture Area (km^2),Average Vr/Vs,EpiD (km),HypD (km),Joyner-Boore Dist. (km),Campbell R Dist. (km),RmsD (km),ClstD (km),Rx,FW/HW Indicator,Source to Site Azimuth (deg),X,Y,Phi.D (deg),Unused Column.2,Depth,Preferred NEHRP Based on Vs30,Vs30 (m/s) selected for analysis,Measured/Inferred Class,Sigma of Vs30 (in natural log Units),Owner,Station Latitude,Station Longitude,STORIES,INSTLOC,Depth to Basement Rock,Site Visited,NGA Type,Northern CA/Southern CA - H11 Z1 (m),Northern CA/Southern CA - H11 Z1.5 (m),Northern CA/Southern CA - H11 Z2.5 (m),Northern CA/Southern CA - S4 Z1 (m),Northern CA/Southern CA - S4 Z1.5 (m),Northern CA/Southern CA - S4 Z2.5 (m),Rebe (m),File Name (Horizontal 1),File Name (Horizontal 2),File Name (Vertical),H1 azimth (degrees),H2 azimith (degrees),Type of Recording,Instrument Model,PEA Processing Flag,Type of Filter,npass,nroll,HP-H1 (Hz),HP-H2 (Hz),LP-H1 (Hz),LP-H2 (Hz),Factor,Lowest Usable Freq - H1 (Hz),Lowest Usable Freq - H2 (H2),Lowest Usable Freq - Ave. Component (Hz),PGA (g),PGV (cm/sec),PGD (cm),T0.010S,T0.020S,T0.030S,T0.050S,T0.075S,T0.100S,T0.150S,T0.200S,T0.250S,T0.300S,T0.400S,T0.500S,T0.750S,T1.000S,T1.500S,T2.000S,T3.000S,T4.000S,T5.000S,T6.000S,T7.500S,T10.000S,U,Damping (%),RotD percentile,Instrument Nat. Freq.,Instrument Damping,Instrument Type,Quality_Flag,Spectra Quality Flag,Late S-trigger,Late P-trigger
552,103,Chalfant Valley-02,1986,721,1442,Lake Crowley - Shehorn Res.,439,54T03,6.19,148.0,55.0,-163,0,35.09,2.26,13.66,102.1,37.5383,-118.443,10.0,1,4.0,15.0,8.0,119.9,-999.0,26.59,28.41,22.08,-999.0,28.5,24.47,25.36,hw,106.47,0.58,0.08,80.38,-999,S,C,456.83,2a_3a_4b_4c,0.25,CDMG,37.561,-118.743,1,GROUND LEVEL,0.096,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,CHALFANT.A\A-SHE009.AT2,CHALFANT.A\A-SHE099.AT2,CHALFANT.A\A-SHE-UP.AT2,9,99,A,-999,PEA,A,1,2.5,0.17,0.1,30.0,30.0,1.25,0.2125,0.125,0.2125,0.12406,6.1678,1.2822,0.1243453,0.1257122,0.1295955,0.1434499,0.171659,0.2181827,0.2313889,0.3662688,0.383348,0.39292,0.2107814,0.1900525,0.06214168,0.03433805,0.02406127,0.01667658,0.009031435,0.006468107,0.003914837,0.002526668,0.001324269,0.000797937,-7.4966553,5,50,-999.0,-999.0,-999,-999,0,-999,?
553,103,Chalfant Valley-02,1986,721,1442,Long Valley Dam (Downst),433,54214,6.19,148.0,55.0,-163,0,35.09,2.26,13.66,102.1,37.5383,-118.443,10.0,1,4.0,15.0,8.0,119.9,-999.0,23.76,25.78,18.3,-999.0,25.38,21.12,20.92,hw,111.54,0.58,0.08,86.0,-999,S,C,537.16,2a_3a_4b_4c,0.33,CDMG,37.588,-118.705,0,DOWNSTREAM,0.07,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,CHALFANT.A\A-LVD000.AT2,CHALFANT.A\A-LVD090.AT2,CHALFANT.A\A-LVD-UP.AT2,0,90,A,-999,PEA,A,1,2.5,0.2,0.1,40.0,40.0,1.25,0.25,0.125,0.25,0.078433,5.6873,2.1194,0.07863425,0.07951287,0.07864001,0.09901322,0.104,0.1391653,0.1460735,0.158261,0.2220025,0.1954897,0.1254676,0.09810874,0.05032847,0.05095568,0.06859104,0.03507677,0.01676386,0.0155333,0.007908472,0.005021781,0.002345891,0.001056444,-8.2553178,5,50,-999.0,-999.0,-999,-999,0,-999,?
554,103,Chalfant Valley-02,1986,721,1442,Long Valley Dam (L Abut),434,54214,6.19,148.0,55.0,-163,0,35.09,2.26,13.66,102.1,37.5383,-118.443,10.0,1,4.0,15.0,8.0,119.9,-999.0,23.76,25.78,18.3,-999.0,25.38,21.12,20.92,hw,111.54,0.58,0.08,86.0,-999,S,C,537.16,2a_3a_4b_4c,0.33,CDMG,37.588,-118.705,0,LEFT ABUTMENT,0.13,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,CHALFANT.A\A-LVL000.AT2,CHALFANT.A\A-LVL090.AT2,CHALFANT.A\A-LVL-UP.AT2,0,90,A,-999,PEA,A,1,2.5,0.08,0.1,50.0,50.0,1.25,0.1,0.125,0.125,0.075208,7.23,2.5388,0.07530384,0.07752565,0.08471791,0.1195182,0.1553459,0.196641,0.2147504,0.1740088,0.1729841,0.1705268,0.144913,0.1269864,0.09075285,0.07959446,0.08683365,0.04215126,0.0169562,0.0162183,0.0080684,0.005221083,0.002645951,0.001367906,-8.2553178,5,50,-999.0,-999.0,-999,-999,0,-999,?
555,103,Chalfant Valley-02,1986,721,1442,Mammoth Lakes Sheriff Subst.,440,54T04,6.19,148.0,55.0,-163,0,35.09,2.26,13.66,102.1,37.5383,-118.443,10.0,1,4.0,15.0,8.0,119.9,-999.0,41.12,42.32,34.92,-999.0,42.1,36.47,31.9,nu,124.29,0.58,0.08,74.9,-999,S,C,529.39,2a_3a_4b_4c,0.33,CDMG,37.638,-118.892,1,GROUND LEVEL,-999.0,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,CHALFANT.A\A-MAM020.AT2,CHALFANT.A\A-MAM290.AT2,CHALFANT.A\A-MAM-UP.AT2,20,290,A,-999,PEA,A,1,2.5,0.13,0.2,20.0,20.0,1.25,0.1625,0.25,0.25,0.049405,3.0172,0.61736,0.04943417,0.04963617,0.04995783,0.0519334,0.05425892,0.05660199,0.08183631,0.1018278,0.1629758,0.1591043,0.1509265,0.08361547,0.03160397,0.01950483,0.01581061,0.01007812,0.00716173,0.00531488,0.002730662,0.001476936,0.000842756,0.000388603,-21.750663,5,50,-999.0,-999.0,-999,-999,0,-999,?
556,103,Chalfant Valley-02,1986,721,1442,McGee Creek - Surface,193,1661,6.19,148.0,55.0,-163,0,35.09,2.26,13.66,102.1,37.5383,-118.443,10.0,1,4.0,15.0,8.0,119.9,-999.0,32.49,34.0,28.2,-999.0,34.35,30.11,31.08,hw,107.26,0.58,0.08,75.46,-999,S,D,359.23,0,0.1,USGS,37.55,-118.811,0,GROUND LEVEL,-999.0,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,CHALFANT.A\A-MCG270.AT2,CHALFANT.A\A-MCG360.AT2,CHALFANT.A\A-MCG-UP.AT2,270,0,A,-999,PEA,A,1,2.5,1.0,1.0,50.0,35.0,1.25,1.25,1.25,1.25,0.081868,2.0572,0.098891,0.08374121,0.09881587,0.149085,0.2282903,0.2080722,0.206876,0.1849153,0.1805152,0.1954014,0.1213479,0.07145134,0.04748431,0.01446454,0.008249744,0.002721845,0.001163268,0.00046142,0.000252876,0.00016299,0.000110394,7.20191e-05,3.91433e-05,-9.6578914,5,50,-999.0,-999.0,-999,-999,0,-999,?
557,103,Chalfant Valley-02,1986,721,1442,Tinemaha Res. Free Field,431,54101,6.19,148.0,55.0,-163,0,35.09,2.26,13.66,102.1,37.5383,-118.443,10.0,1,4.0,15.0,8.0,119.9,-999.0,57.12,57.99,50.92,-999.0,58.82,51.98,16.71,nu,18.66,0.42,0.13,86.18,-999,S,C,467.62,2a_3a_4b_4c,0.25,CDMG,37.054,-118.229,-999,-999,-999.0,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,CHALFANT.A\A-TIN000.AT2,CHALFANT.A\A-TIN090.AT2,CHALFANT.A\A-TIN-UP.AT2,0,90,A,-999,PEA,A,1,2.5,0.23,0.1,30.0,30.0,1.25,0.2875,0.125,0.2875,0.0372,6.0427,1.4504,0.03732874,0.03799643,0.03894944,0.04424727,0.05376212,0.0551597,0.06817597,0.09452245,0.07517627,0.08123583,0.117156,0.1060164,0.09926959,0.04649963,0.03897206,0.0307264,0.01711564,0.006403375,0.004241742,0.002990581,0.001627616,0.001068726,64.459471,5,50,-999.0,-999.0,-999,-999,0,-999,?
558,103,Chalfant Valley-02,1986,721,1442,Zack Brothers Ranch,438,54428,6.19,148.0,55.0,-163,0,35.09,2.26,13.66,102.1,37.5383,-118.443,10.0,1,4.0,15.0,8.0,119.9,-999.0,14.33,17.47,6.44,-999.0,13.53,7.58,-6.38,fw,-97.75,0.58,0.92,11.82,-999,D,D,316.19,2a_3a_4b_4c,-999.0,CDMG,37.662,-118.398,-999,-999,-999.0,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,CHALFANT.A\A-ZAK270.AT2,CHALFANT.A\A-ZAK360.AT2,CHALFANT.A\A-ZAK-UP.AT2,270,0,A,-999,PEA,A,1,2.5,0.1,0.1,33.0,33.0,1.25,0.125,0.125,0.125,0.41871,41.409,8.213,0.419398,0.4239666,0.4359439,0.5263037,0.6452171,0.7035154,0.9734476,1.200077,1.050819,1.159475,1.104413,0.977159,1.111319,0.5282613,0.3082815,0.1329388,0.05600164,0.03647192,0.02888988,0.01568209,0.007574289,0.003883535,-0.86857216,5,50,-999.0,-999.0,-999,-999,0,-999,?
589,113,Whittier Narrows-01,1987,1001,1442,Alhambra - Fremont School,342,24461,5.99,280.0,30.0,150,3,25.82,147.13,52.11,275.58,34.0493,-118.081,14.6,1,14.5,10.0,6.0,60.0,0.79375,6.77,16.09,1.67,-999.0,17.48,14.66,1.33,nu,38.52,0.5,0.03,64.57,-999,D,C,549.75,1,0.3,CDMG,34.07,-118.15,1,GROUND LEVEL,1.2,-999,3,1500.0,-999.0,3700.0,320.0,-999.0,2900.0,-999.0,WHITTIER.A\A-ALH180.AT2,WHITTIER.A\A-ALH270.AT2,WHITTIER.A\A-ALH-UP.AT2,180,270,A,-999,PEA,A,1,2.5,0.33,0.23,40.0,33.0,1.25,0.4125,0.2875,0.4125,0.31079,20.114,2.3597,0.3132195,0.3250715,0.3430984,0.4053428,0.5955366,0.7371723,1.056216,0.7817813,0.9813058,0.694684,0.6264644,0.3427347,0.3827597,0.2836292,0.118282,0.04737259,0.01476539,0.007377727,0.004795928,0.003020608,0.001901755,0.000982658,11.674264,5,50,-999.0,-999.0,-999,-999,0,-999,?
590,113,Whittier Narrows-01,1987,1001,1442,Altadena - Eaton Canyon,339,24402,5.99,280.0,30.0,150,3,25.82,147.13,52.11,275.58,34.0493,-118.081,14.6,1,14.5,10.0,6.0,60.0,0.79375,14.28,20.42,8.72,-999.0,20.22,19.52,13.92,hw,90.0,0.38,0.77,76.71,-999,D,C,375.16,2a_3a_4b_4c,0.25,CDMG,34.177,-118.096,1,GROUND LEVEL,0.9,-999,-999,80.0,-999.0,720.0,320.0,-999.0,320.0,-999.0,WHITTIER.A\A-ALT000.AT2,WHITTIER.A\A-ALT090.AT2,WHITTIER.A\A-ALT-UP.AT2,0,90,A,-999,PEA,A,1,2.5,0.21,0.18,33.0,40.0,1.25,0.2625,0.225,0.2625,0.22712,8.9038,1.1207,0.2276249,0.2318868,0.2411483,0.2864421,0.4936726,0.5130007,0.446415,0.5757494,0.4550187,0.5609766,0.3123986,0.3672372,0.2061829,0.08778854,0.03556162,0.02636055,0.01022524,0.004259931,0.002479897,0.001746633,0.001065567,0.000551318,8.8371682,5,50,-999.0,-999.0,-999,-999,0,-999,?
591,113,Whittier Narrows-01,1987,1001,1442,Anaheim - W Ball Rd,581,90088,5.99,280.0,30.0,150,3,25.82,147.13,52.11,275.58,34.0493,-118.081,14.6,1,14.5,10.0,6.0,60.0,0.79375,28.5,32.02,25.81,-999.0,34.38,29.6,-23.2,fw,-116.0,0.5,0.03,2.0,-999,D,D,269.29,2a_3a_4b_4c,0.25,USC,33.817,-117.951,1,GROUND LEVEL,-999.0,-999,5,1200.0,-999.0,5100.0,620.0,-999.0,2880.0,-999.0,WHITTIER.A\A-WBA000.AT2,WHITTIER.A\A-WBA090.AT2,WHITTIER.A\A-WBA-UP.AT2,0,90,A,-999,PEA,A,1,2.5,0.7,0.5,23.0,20.0,1.0,0.7,0.5,0.7,0.056944,3.7478,0.36977,0.05709629,0.05742447,0.05874165,0.06382876,0.08955392,0.1202917,0.1529416,0.1453263,0.1744806,0.1745509,0.1272937,0.119228,0.04759322,0.04526022,0.01372218,0.005929775,0.002320539,0.001063344,0.000606236,0.000410715,0.000273311,0.000160713,-11.311646,5,50,-999.0,-999.0,-999,-999,0,-999,?
592,113,Whittier Narrows-01,1987,1001,1442,Arcadia - Campus Dr,585,90093,5.99,280.0,30.0,150,3,25.82,147.13,52.11,275.58,34.0493,-118.081,14.6,1,14.5,10.0,6.0,60.0,0.79375,9.89,17.64,4.53,-999.0,17.99,17.42,9.73,hw,90.0,0.25,0.16,86.77,-999,D,C,367.53,0,0.2,USC,34.13,-118.036,1,GROUND LEVEL,-999.0,-999,5,800.0,-999.0,1800.0,320.0,-999.0,2020.0,-999.0,WHITTIER.A\A-CAM009.AT2,WHITTIER.A\A-CAM279.AT2,WHITTIER.A\A-CAM-UP.AT2,9,279,A,-999,PEA,A,1,2.5,0.06,0.2,30.0,30.0,1.0,0.06,0.2,0.2,0.27958,13.61,2.0846,0.2800302,0.282777,0.2836353,0.2818074,0.3853746,0.519343,0.6997414,0.6508582,0.9519158,0.9077972,0.5785602,0.4317307,0.2249341,0.1405281,0.07091163,0.03187257,0.01989562,0.01033532,0.006086852,0.003476859,0.001993789,0.001699192,2.4874363,5,50,-999.0,-999.0,-999,-999,0,-999,?
593,113,Whittier Narrows-01,1987,1001,1442,Arleta - Nordhoff Fire Sta,315,24087,5.99,280.0,30.0,150,3,25.82,147.13,52.11,275.58,34.0493,-118.081,14.6,1,14.5,10.0,6.0,60.0,0.79375,38.97,41.62,32.56,-999.0,41.18,36.97,14.97,nu,25.73,0.5,0.92,74.61,-999,D,D,297.71,0,0.1,CDMG,34.236,-118.439,1,GROUND LEVEL,-999.0,-999,1a,820.0,-999.0,4420.0,360.0,-999.0,3200.0,-999.0,WHITTIER.A\A-ARL180.AT2,WHITTIER.A\A-ARL270.AT2,WHITTIER.A\A-ARL-UP.AT2,180,270,A,-999,PEA,A,1,2.5,0.23,0.23,30.0,30.0,1.25,0.2875,0.2875,0.2875,0.089394,5.4351,0.78811,0.08947502,0.09053387,0.09077923,0.1108663,0.1364635,0.1833071,0.2245252,0.2955589,0.1752358,0.2294012,0.1969356,0.1717948,0.08598867,0.06447636,0.03572859,0.01923177,0.005134882,0.002686234,0.001834576,0.000987398,0.000585232,0.000349968,41.061243,5,50,-999.0,-999.0,-999,-999,0,-999,?
594,113,Whittier Narrows-01,1987,1001,1442,Baldwin Park - N Holly,563,90069,5.99,280.0,30.0,150,3,25.82,147.13,52.11,275.58,34.0493,-118.081,14.6,1,14.5,10.0,6.0,60.0,0.79375,11.36,18.5,4.34,-999.0,18.96,16.72,7.44,nu,116.56,0.5,0.03,86.48,-999,D,C,544.68,1,0.3,USC,34.1,-117.974,1,GROUND LEVEL,-999.0,-999,5,240.0,-999.0,2780.0,380.0,-999.0,2840.0,-999.0,WHITTIER.A\A-NHO180.AT2,WHITTIER.A\A-NHO270.AT2,WHITTIER.A\A-NHO-UP.AT2,180,270,A,-999,PEA,A,1,2.5,0.1,0.1,30.0,23.0,1.0,0.1,0.1,0.1,0.11061,6.7166,2.1543,0.110625,0.1117154,0.1171646,0.1430526,0.2154426,0.3378375,0.2986725,0.2391407,0.2250718,0.2401366,0.2846528,0.1126864,0.09956988,0.0844193,0.04543574,0.02102855,0.01515706,0.01034408,0.006368964,0.003912744,0.002643948,0.001172952,-3.7189374,5,50,-999.0,-999.0,-999,-999,0,-999,?
595,113,Whittier Narrows-01,1987,1001,1442,Bell Gardens - Jaboneria,586,90094,5.99,280.0,30.0,150,3,25.82,147.13,52.11,275.58,34.0493,-118.081,14.6,1,14.5,10.0,6.0,60.0,0.79375,11.77,18.75,10.31,-999.0,21.23,17.79,-10.3,fw,-87.88,0.5,0.03,24.36,-999,D,D,267.13,2a_3a_4b_4c,0.25,USC,33.965,-118.158,1,GROUND LEVEL,-999.0,-999,5,800.0,-999.0,4700.0,780.0,-999.0,4920.0,-999.0,WHITTIER.A\A-JAB207.AT2,WHITTIER.A\A-JAB297.AT2,WHITTIER.A\A-JAB-UP.AT2,207,297,A,-999,PEA,A,1,2.5,0.12,0.06,23.0,30.0,1.0,0.12,0.06,0.12,0.23156,23.619,4.0163,0.2323006,0.2378045,0.2911612,0.3985257,0.3702209,0.4688286,0.5409409,0.4589155,0.5195909,0.3976053,0.3867873,0.5845178,0.4731873,0.2856876,0.08959851,0.04193078,0.02627798,0.0146,0.01084813,0.007938366,0.004905518,0.002457542,10.380937,5,50,-999.0,-999.0,-999,-999,0,-999,?
596,113,Whittier Narrows-01,1987,1001,1442,Beverly Hills - 12520 Mulhol,523,90014,5.99,280.0,30.0,150,3,25.82,147.13,52.11,275.58,34.0493,-118.081,14.6,1,14.5,10.0,6.0,60.0,0.79375,31.09,34.34,25.91,-999.0,34.6,29.9,3.55,nu,7.79,0.5,0.03,73.04,-999,S,C,545.66,0,0.2,USC,34.127,-118.405,1,GROUND LEVEL,-999.0,-999,3,880.0,-999.0,1280.0,100.0,-999.0,5160.0,-999.0,WHITTIER.A\A-MU2032.AT2,WHITTIER.A\A-MU2122.AT2,WHITTIER.A\A-MU2-UP.AT2,32,122,A,-999,PEA,A,1,2.5,0.33,0.13,30.0,30.0,1.0,0.33,0.13,0.33,0.11363,6.4131,0.5382,0.1136348,0.1141621,0.1158131,0.1162416,0.1855368,0.2220138,0.2776332,0.3302723,0.288346,0.3017985,0.2017745,0.2060307,0.0699172,0.04271746,0.02305765,0.008001965,0.002933562,0.002637447,0.001571853,0.000867172,0.000506886,0.000285509,35.911451,5,50,-999.0,-999.0,-999,-999,0,-999,?
597,113,Whittier Narrows-01,1987,1001,1442,Beverly Hills - 14145 Mulhol,522,90013,5.99,280.0,30.0,150,3,25.82,147.13,52.11,275.58,34.0493,-118.081,14.6,1,14.5,10.0,6.0,60.0,0.79375,34.25,37.23,29.09,-999.0,37.46,32.7,3.56,nu,6.98,0.5,0.03,73.09,-999,S,D,355.81,0,0.1,USC,34.132,-118.439,2,GROUND LEVEL,-999.0,yes,4,900.0,-999.0,1500.0,100.0,-999.0,1000.0,-999.0,WHITTIER.A\A-MUL009.AT2,WHITTIER.A\A-MUL279.AT2,WHITTIER.A\A-MUL-UP.AT2,9,279,A,-999,PEA,A,1,2.5,0.23,0.23,18.0,22.0,1.0,0.23,0.23,0.23,0.11469,8.0441,0.86985,0.1149779,0.1157409,0.1171086,0.1189113,0.1294314,0.1557749,0.166709,0.2051112,0.275073,0.3029804,0.3774085,0.3013598,0.1223201,0.05550065,0.03106765,0.01438751,0.004356419,0.002467905,0.001516988,0.000996666,0.000644563,0.000356442,39.092275,5,50,-999.0,-999.0,-999,-999,0,-999,?
598,113,Whittier Narrows-01,1987,1001,1442,"Big Tujunga, Angeles Nat F",556,90061,5.99,280.0,30.0,150,3,25.82,147.13,52.11,275.58,34.0493,-118.081,14.6,1,14.5,10.0,6.0,60.0,0.79375,29.49,32.9,22.5,-999.0,31.89,28.5,23.82,nu,62.08,0.5,0.97,61.69,-999,S,C,550.11,2a_3a_4b_4c,0.4,USC,34.286,-118.225,1,GROUND LEVEL,0.0,yes,4,40.0,-999.0,260.0,40.0,-999.0,320.0,-999.0,WHITTIER.A\A-TUJ262.AT2,WHITTIER.A\A-TUJ352.AT2,WHITTIER.A\A-TUJ-UP.AT2,262,352,A,-999,PEA,A,1,2.5,0.4,1.0,30.0,30.0,1.0,0.4,1.0,1.0,0.17054,4.9939,0.39043,0.1711144,0.1750809,0.1846131,0.2202209,0.3236186,0.3803139,0.4515838,0.4548854,0.2232201,0.2173711,0.1301062,0.1269128,0.06204687,0.02198025,0.01455646,0.00592625,0.002555283,0.001300702,0.000716801,0.000493044,0.000309156,0.000162758,22.622808,5,50,-999.0,-999.0,-999,-999,0,-999,?
599,113,Whittier Narrows-01,1987,1001,1442,Brea - S Flower Av,580,90087,5.99,280.0,30.0,150,3,25.82,147.13,52.11,275.58,34.0493,-118.081,14.6,1,14.5,10.0,6.0,60.0,0.79375,22.61,26.92,18.39,-999.0,28.63,23.42,-11.46,nu,-141.46,0.5,0.03,21.47,-999,D,D,322.75,2a_3a_4b_4c,0.25,USC,33.916,-117.896,1,GROUND LEVEL,-999.0,-999,5,1060.0,-999.0,3660.0,520.0,-999.0,3200.0,-999.0,WHITTIER.A\A-FLO020.AT2,WHITTIER.A\A-FLO290.AT2,WHITTIER.A\A-FLOXXX.AT2,20,290,A,-999,PEA,A,1,2.5,0.2,0.2,23.0,22.0,1.0,0.2,0.2,0.2,0.10786,6.6908,1.4697,0.108076,0.1090385,0.1097635,0.1266262,0.1887765,0.3007851,0.2560312,0.2748717,0.2789607,0.3247205,0.2888604,0.2986153,0.1062331,0.06742874,0.0244009,0.02052038,0.01226109,0.006533347,0.003441127,0.002165382,0.001243793,0.000640457,-14.385969,5,50,-999.0,-999.0,-999,-999,0,-999,DNR
600,113,Whittier Narrows-01,1987,1001,1442,Brea Dam (Downstream),116,951,5.99,280.0,30.0,150,3,25.82,147.13,52.11,275.58,34.0493,-118.081,14.6,1,14.5,10.0,6.0,60.0,0.79375,22.72,27.01,19.11,-999.0,29.03,23.99,-14.81,nu,-129.19,0.5,0.03,14.27,-999,D,C,437.5,2a_3a_4b_4c,0.25,USGS,33.89,-117.927,0,GROUND LEVEL,4.8,-999,2,1040.0,-999.0,3640.0,580.0,-999.0,3180.0,-999.0,WHITTIER.A\A-BRD040.AT2,WHITTIER.A\A-BRD130.AT2,WHITTIER.A\A-BRD-UP.AT2,40,130,A,-999,PEA,A,1,2.5,0.18,0.2,25.0,25.0,1.25,0.225,0.25,0.25,0.25849,10.653,1.6394,0.2589517,0.2611226,0.265341,0.2957758,0.373192,0.3846651,0.564144,0.8801191,0.6137305,0.6141102,0.3748223,0.2617995,0.09030546,0.0508618,0.02283962,0.0181259,0.01342899,0.007498574,0.004018539,0.002491619,0.001515395,0.000784919,-12.07412,5,50,-999.0,-999.0,-999,-999,0,-999,?
601,113,Whittier Narrows-01,1987,1001,1442,Brea Dam (L Abut),117,951,5.99,280.0,30.0,150,3,25.82,147.13,52.11,275.58,34.0493,-118.081,14.6,1,14.5,10.0,6.0,60.0,0.79375,22.75,27.04,19.12,-999.0,29.05,24.0,-14.75,nu,-129.54,0.5,0.03,14.39,-999,D,C,437.5,2a_3a_4b_4c,0.25,USGS,33.8904,-117.9258,0,LEFT ABUTMENT,4.8,-999,2,1040.0,-999.0,3640.0,580.0,-999.0,3160.0,-999.0,WHITTIER.A\A-BRL040.AT2,WHITTIER.A\A-BRL130.AT2,WHITTIER.A\A-BRL-UP.AT2,40,130,A,-999,PEA,A,1,2.5,0.08,0.2,25.0,25.0,1.25,0.1,0.25,0.25,0.13109,8.0323,1.7706,0.131556,0.1328944,0.1349144,0.151331,0.200789,0.2798076,0.3080611,0.4845572,0.3921897,0.2300211,0.2410393,0.2180102,0.1054328,0.06882841,0.02780305,0.02157824,0.01295036,0.007258954,0.004258809,0.002844461,0.001938187,0.001024145,-12.175461,5,50,-999.0,-999.0,-999,-999,0,-999,?
602,113,Whittier Narrows-01,1987,1001,1442,Burbank - N Buena Vista,521,90012,5.99,280.0,30.0,150,3,25.82,147.13,52.11,275.58,34.0493,-118.081,14.6,1,14.5,10.0,6.0,60.0,0.79375,26.55,30.3,20.37,-999.0,30.21,26.34,9.21,nu,24.74,0.5,0.09,88.24,-999,D,D,320.57,2a_3a_4b_4c,0.25,USC,34.168,-118.331,1,GROUND LEVEL,-999.0,-999,-999,840.0,-999.0,2440.0,320.0,-999.0,1000.0,-999.0,WHITTIER.A\A-BUE250.AT2,WHITTIER.A\A-BUE340.AT2,WHITTIER.A\A-BUE-UP.AT2,250,340,A,-999,PEA,A,1,2.5,0.3,0.28,25.0,30.0,1.0,0.3,0.28,0.3,0.18761,12.117,1.3227,0.1878198,0.1891124,0.197542,0.2571092,0.3279136,0.3581872,0.4147108,0.5687805,0.6293876,0.6628482,0.4815571,0.4491981,0.1710302,0.1113295,0.04348867,0.03790496,0.01018529,0.004630315,0.002466084,0.001586019,0.001052907,0.000545773,29.976146,5,50,-999.0,-999.0,-999,-999,0,-999,?
603,113,Whittier Narrows-01,1987,1001,1442,Calabasas - N Las Virg,547,90052,5.99,280.0,30.0,150,3,25.82,147.13,52.11,275.58,34.0493,-118.081,14.6,1,14.5,10.0,6.0,60.0,0.79375,57.77,59.58,52.76,-999.0,59.78,54.74,1.54,nu,1.67,0.5,0.03,65.37,-999,S,C,403.72,2a_3a_4b_4c,0.25,USC,34.15,-118.696,1,GROUND LEVEL,-999.0,-999,-999,960.0,-999.0,3860.0,100.0,-999.0,2620.0,-999.0,WHITTIER.A\A-VIR200.AT2,WHITTIER.A\A-VIR290.AT2,WHITTIER.A\A-VIR-UP.AT2,200,290,A,-999,PEA,A,1,2.5,0.3,0.3,22.0,22.0,1.0,0.3,0.3,0.3,0.039193,1.776,0.207,0.03922024,0.03951865,0.04007626,0.04329021,0.05507045,0.0804911,0.1175377,0.08866642,0.1074351,0.1196346,0.05932069,0.05184905,0.03503678,0.01676739,0.01016446,0.005431556,0.001983296,0.001246579,0.000600712,0.000322477,0.000172327,8.77317e-05,62.760487,5,50,-999.0,-999.0,-999,-999,0,-999,?
604,113,Whittier Narrows-01,1987,1001,1442,Canoga Park - Topanga Can,548,90053,5.99,280.0,30.0,150,3,25.82,147.13,52.11,275.58,34.0493,-118.081,14.6,1,14.5,10.0,6.0,60.0,0.79375,51.64,53.66,45.98,-999.0,53.52,48.96,9.73,nu,12.01,0.5,0.16,86.77,-999,D,D,267.49,0,0.1,USC,34.212,-118.606,1,GROUND LEVEL,-999.0,-999,1a,1020.0,-999.0,4320.0,380.0,-999.0,2760.0,-999.0,WHITTIER.A\A-CNP106.AT2,WHITTIER.A\A-CNP196.AT2,WHITTIER.A\A-CNP-UP.AT2,106,196,A,-999,PEA,A,1,2.5,0.3,0.3,23.0,23.0,1.0,0.3,0.3,0.3,0.13262,8.4902,0.82175,0.1330038,0.1338711,0.1354457,0.1425621,0.1876393,0.2246551,0.3179112,0.2993588,0.3848001,0.5238559,0.2502441,0.2055079,0.09618581,0.05325282,0.02908071,0.01480354,0.004374606,0.0022803,0.001343368,0.000950582,0.000620576,0.000332714,55.752828,5,50,-999.0,-999.0,-999,-999,0,-999,?
